Dry_Season_2017,Dry_Season_2018,Dry_Season_2019,Dry_Season_2020,Dry_Season_2021
,,0.144,-0.395,-3.586
,,-0.066,-0.55,-2.963
,,0.112,-0.554,-3.054
,,0.246,-1.093,-3.057
,,0.982,-2.638,-2.035
,,1.124,-0.198,-2.74
,,0.823,-1.088,-1.412
,,0.639,-1.801,-1.316
,,0.388,0.792,-0.485
,,0.539,0.622,-0.682
,,0.467,0.391,-0.621
,,0.358,-0.04,-0.116
,,0.232,0.774,-0.422
,,0.67,-0.213,-0.047
,,0.193,0.492,-0.543
,,0.684,0.122,-0.294
,,0.57,-0.568,0.231
,,0.212,-0.575,0.019
,,0.214,-0.746,-0.397
,,0.408,-1.108,-0.194
,,0.758,0.271,-0.403
,,0.639,-0.174,-0.305
,,0.834,0.468,-1.01
,,0.603,0.149,-0.71
,,0.716,0.393,-0.985
,,0.698,-0.155,-0.791
,,0.7,0.372,-0.466
,,0.771,1.661,-0.857
,,0.304,0.702,-0.756
,,0.37,1.354,-1.02
,,0.23,1.056,-1.13
,,0.129,0.796,-1.146
,,-0.402,0.163,-1.15
,,-0.305,0.682,-0.909
,,-1.27,0.617,-0.879
,,-1.053,0.311,-0.88
,,-1.079,0.636,-1.26
,,-1.351,0.083,-1.143
,,-1.887,0.698,-0.866
,,-3.086,0.521,-1.087
,,-2.691,0.519,-0.902
,,-3.598,0.511,-1.029
,,-2.762,0.316,-1.077
,,-3.082,0.603,-0.639
,,-3.698,0.594,-1.032
,,-3.549,0.142,-1.034
,,-2.811,-0.094,-1.098
,,-2.808,0.237,-1.021
,,-2.703,0.298,-0.952
,,-1.926,0.156,-1.43
,,-1.85,-0.333,-1.598
,,0.153,-0.086,-1.58
,,1.003,0.201,-1.631
,,0.826,-0.432,-1.403
,,-0.225,-0.424,-1.429
,,1.642,0.1,-1.505
,,1.842,-0.591,-1.625
,,2.192,-0.47,-1.667
,,2.072,-1.577,-1.391
,,1.893,-1.73,-1.55
,,1.593,-1.72,-1.17
,,1.928,-5.429,-1.174
,,1.702,-2.668,-1.318
,,2.046,-2.803,-1.062
,,1.972,-0.015,-0.912
,,1.827,-0.023,-1.223
,,1.875,-0.247,-0.913
,,2.109,0.417,-0.835
,,2.252,1.001,-0.655
,,1.641,0.662,-0.399
,,2.044,-0.077,-0.534
,,1.728,-0.174,-0.295
,,2.137,0.823,-0.488
,,2.03,0.264,-0.225
,,2.041,0.656,-0.22
,,2.301,0.311,-0.364
,,2.304,0.742,-0.493
,,2.221,0.962,-0.378
,,2.33,1.106,-0.582
,,2.047,0.777,-0.457
,,2.362,0.959,-0.57
,,1.857,0.7,-0.827
,,1.748,0.911,-0.534
,,1.671,0.681,-0.823
,,1.806,0.922,-0.963
,,2.242,1.071,-0.856
,,2.37,0.385,-0.779
,,2.23,0.407,-0.796
,,2.599,0.524,-0.783
,,2.314,0.012,-0.409
,,2.385,0.117,-0.531
,,1.95,0.415,-0.534
,,1.98,0.38,-0.6
,,2.519,0.613,-0.241
,,2.471,0.605,-0.626
,,2.259,0.614,-0.866
,,2.327,0.314,-0.281
,,2.925,0.464,-0.085
,,2.71,0.208,-0.121
,,2.636,0.021,-0.267
,,2.638,0.103,0.141
,,2.31,0.082,0.109
,,2.243,0.227,0.369
,,2.803,0.346,0.061
,,2.651,0.502,0.18
,,2.654,0.393,0.233
,,2.92,0.28,0.301
,,3.225,0.13,0.058
,,2.843,0.327,0.133
,,2.841,0.487,0.367
,,2.981,0.457,-0.1
,,2.878,0.56,-0.195
,,2.855,0.505,-0.213
,,3.125,0.344,-0.336
,,3.284,0.165,-0.046
,,3.295,0.523,-0.611
,,3.165,0.393,-0.878
,,3.236,0.513,-2.18
,,3.237,0.373,-3.126
,,3.241,0.649,-3.211
,,3.053,-0.012,-2.55
,,3.18,0.012,-3.372
,,2.835,0.067,-3.984
,,2.501,-0.143,-3.87
,,3.034,-0.151,-2.823
,,2.646,0.158,-3.704
,,2.826,0.014,-3.392
,,2.849,-0.106,-3.101
,,2.767,0.169,-3.104
,,2.603,0.366,-3.695
,,2.076,0.278,-4.243
,,2.679,0.274,-2.925
,,2.633,-0.118,-2.798
,,2.657,-0.141,-2.811
,,2.66,-0.08,-2.731
,,2.885,-0.078,-3.221
,,2.685,-0.308,-2.827
,,2.92,-0.247,-3.739
,,2.724,-0.318,-2.849
,,2.584,-0.682,-1.456
,,2.667,-0.096,-2.419
,,2.755,0.271,-2.512
,,2.718,0.238,-2.776
,,3.031,-0.021,-2.426
,,2.78,-0.668,-2.258
,,2.872,0.105,-1.982
,,2.653,0.086,-2.223
,,3.009,-0.468,-2.567
,,2.41,-0.29,-1.982
,,2.91,-0.11,-1.985
,,2.988,-0.421,-1.669
,,2.926,-0.204,-1.625
,,3.05,-0.13,-1.752
,,3.408,-0.138,-2.172
,,3.255,-0.104,-1.978
,,3.019,-0.026,-2.387
,,2.922,-0.054,-1.81
,,2.822,-0.434,-1.383
,,2.688,-0.199,-0.653
,,-0.854,-0.135,-1.503
,,-1.897,-0.295,-1.225
,,-0.467,0.535,-1.689
,,-1.166,0.045,-1.713
,,-0.834,0.288,-1.962
,,-1.234,0.495,-1.926
,,-1.178,0.366,-1.18
,,-1.053,0.406,-0.442
,,-0.707,0.062,-0.326
,,-0.742,0.079,-0.495
,,-1.105,0.515,-0.506
,,-1.102,0.041,-0.714
,,-1.235,0.293,-1.175
,,-0.875,0.316,-0.312
,,-0.598,0.072,-1.291
,,-0.52,0.04,-0.87
,,-0.937,-0.204,-0.726
,,-1.012,-0.446,0.037
,,-0.34,-0.144,-0.254
,,0.144,0.034,-0.743
,,0.24,-9.071,-0.746
,,0.135,-2.304,-0.507
,,0.108,-1.967,-0.098
,,0.075,-2.074,0.079
,,0.426,-1.44,-0.648
,,0.38,-1.996,-0.945
,,0.511,-2,-0.969
,,0.592,-1.344,-0.312
,,0.666,-2.209,-0.221
,,0.619,0.155,-1.459
,,0.573,-0.278,-0.394
,,1.03,-2.036,0.317
,,0.721,0.089,-0.396
,,0.27,0.098,-1.445
,,0.255,0.152,-1.344
,,0.129,0.668,-1.419
,,0.367,0.572,-2.199
,,0.37,-0.266,-1.058
,,0.196,-0.052,-1.409
,,0.155,0.198,-2.107
,,0.364,0.064,-2.87
,,0.313,0.256,-3.82
,,0.194,0.436,-3.445
,,0.123,0.429,-3.414
,,0.199,0.512,-2.618
,,0.647,-6.129,-2.254
,,0.329,-1.249,-1.272
,,0.145,-0.91,-2.205
,,0.41,0.256,-2.955
,,0.219,1.149,-2.959
,,0.411,0.096,-1.589
,,0.468,-0.399,-2.3
,,0.882,0.554,-0.61
,,0.644,0.929,-0.093
,,0.892,0.647,-0.38
,,1.158,0.911,-1.05
,,0.681,0.981,-0.526
,,0.606,0.815,-0.559
,,0.59,0.929,0.037
,,0.34,0.912,0.21
,,0.051,0.389,0.458
,,-0.177,0.987,0.543
,,0.415,0.344,-0.142
,,0.399,0.584,0.152
,,0.548,0.751,0.195
,,0.508,0.47,-0.019
,,0.511,0.905,0.253
,,0.634,0.319,-0.4
,,0.627,0.311,-0.531
,,0.389,-0.059,-0.776
,,1.007,-0.223,-0.47
,,0.212,0.703,-0.783
,,1.259,0.648,-0.689
,,0.665,0.158,-0.718
,,0.606,-0.056,-0.656
,,0.644,0.377,-0.451
,,0.146,0.039,-1.015
,,-0.011,0.549,-0.906
,,-0.02,0.67,-0.909
,,-0.529,0.526,-1.01
,,-0.517,-0.361,-0.975
,,-0.238,0.613,-0.901
,,-1.056,-0.574,-1.002
,,-1.381,0.197,-1.348
,,-1.683,-0.784,-1.272
,,-1.526,-0.882,-1.001
,,-1.77,-2.455,-1.305
,,-3.05,-4.13,-1.171
,,-2.576,-6.874,-1.353
,,-4.008,-2.63,-1.166
,,-3.546,-2.637,-0.999
,,-4.028,0.489,-1.117
,,-3.822,-0.261,-1.591
,,-2.506,-0.068,-1.316
,,-2.529,0.336,-1.29
,,-2.527,-0.072,-1.345
,,-2.163,0.807,-1.837
,,-0.959,0.057,-1.755
,,0.75,-0.133,-1.343
,,1.086,0.723,-1.531
,,1.107,0.675,-1.057
,,0.85,0.781,-1.628
,,1.346,0.698,-1.305
,,1.64,1.357,-1.3
,,1.578,0.713,-1.266
,,0.757,0.783,-1.155
,,1.521,0.784,-1.362
,,1.696,1.019,-1.365
,,2.021,0.709,-0.393
,,1.425,0.817,-1.198
,,1.874,0.775,-0.939
,,1.854,1.113,-1.045
,,1.46,0.392,-1.017
,,1.869,0.216,-0.657
,,1.849,0.408,-1.101
,,2.077,0.774,-0.711
,,1.772,0.37,-0.983
,,1.911,0.564,-0.62
,,2.047,0.512,-0.594
,,1.96,0.504,-0.976
,,2.161,0.76,-0.33
,,2.058,0.308,-0.012
,,2.268,0.432,-0.114
,,2.248,0.214,-0.445
,,2.572,-0.085,-0.483
,,1.891,0.298,-0.66
,,2.307,0.097,-0.274
,,2.182,0.099,-0.702
,,2.146,0.298,-0.615
,,1.885,0.558,-0.829
,,2.088,0.055,-0.733
,,2.252,0.148,-0.655
,,1.781,0.114,-0.833
,,2.004,0.581,-0.198
,,2.275,0.268,-0.464
,,2.513,0.299,0.135
,,2.04,0.476,0.206
,,2.416,0.691,0.203
,,2.476,0.313,-0.261
,,2.577,0.499,-0.828
,,2.618,0.954,-0.281
,,2.358,0.723,-0.435
,,2.69,0.48,0.012
,,2.585,0.366,0.157
,,2.704,0,-0.052
,,3.03,-0.114,-0.096
,,2.478,0.367,0.158
,,2.039,0.283,-0.056
,,2.785,0.275,0.408
,,2.702,0.324,0.299
,,2.694,0.182,0.059
,,2.777,0.087,0.441
,,3.011,0.283,0.444
,,3.014,-0.05,-0.404
,,3.032,0.038,-0.189
,,2.575,-0.328,0.039
,,2.686,0.292,-0.201
,,2.834,0.117,-0.135
,,3.066,0.068,-0.283
,,3.118,-0.226,-0.154
,,3.063,-0.24,0.028
,,3.08,-0.493,-0.632
,,2.916,-0.13,-0.68
,,3.133,-0.379,-3.613
,,3.226,-0.535,-4.198
,,3.371,-0.036,-2.525
,,3.24,0.077,-3.426
,,3.242,0.059,-3.447
,,2.978,0.134,-3.577
,,2.893,-0.057,-3.57
,,3.11,-0.019,-2.975
,,2.604,0.057,-3.366
,,2.764,0.032,-2.762
,,2.911,-0.08,-3.383
,,2.494,0.045,-3.386
,,2.567,-0.362,-3.596
,,2.722,0.093,-3.699
,,2.671,-0.42,-2.344
,,2.738,-0.427,-2.729
,,2.151,-0.09,-3.168
,,2.809,-0.071,-3.462
,,2.307,-0.062,-2.497
,,2.31,-0.04,-2.782
,,2.569,0.036,-2.652
,,2.664,0.435,-3.6
,,2.484,0.088,-2.459
,,2.687,0.117,-2.084
,,2.83,0.213,-2.323
,,2.938,0.095,-2.805
,,2.513,0.145,-2.322
,,2.629,0.418,-2.325
,,2.823,0.419,-1.853
,,2.665,0.141,-1.704
,,2.88,0.154,-1.294
,,3.141,-0.105,-2.529
,,3.269,0.229,-3.445
,,2.723,-0.089,-2.24
,,2.75,-0.078,-1.842
,,2.744,0.072,-1.59
,,3.214,-0.325,-0.626
,,3.1,-0.369,-1.092
,,2.972,-0.348,-1.214
,,2.79,-3.021,-2.868
,,3.056,-3.404,-0.951
,,2.965,-3.155,-1.481
,,2.861,-2.324,-0.845
,,2.679,-2.423,-0.377
,,-1.644,-0.9,-0.519
,,-2.385,-0.904,-0.416
,,-1.158,-1.745,-0.558
,,-1.172,-0.8,-0.59
,,-1.195,-1.261,-0.365
,,-1.48,-0.131,-0.657
,,-0.789,-0.974,-0.475
,,-1.268,-0.805,-0.696
,,-0.483,0.992,-0.537
,,-0.435,0.156,-0.532
,,-1.303,-0.034,0.051
,,-1.3,0.647,-0.23
,,-0.826,0.339,-0.233
,,-0.96,0.468,-0.394
,,-0.417,0.229,-0.502
,,-0.621,0.155,-0.927
,,-0.035,0.947,-0.247
,,-0.336,0.642,-0.861
,,-0.096,0.562,-0.333
,,0.215,0.554,-0.123
,,0.209,1.22,-0.196
,,0.137,1.1,-0.464
,,0.147,0.579,0.012
,,0.278,-0.147,-0.695
,,0.296,1.01,-0.451
,,0.714,-0.263,-1.673
,,0.426,0.291,-0.63
,,0.093,0.04,-1.074
,,0.406,0.269,-0.822
,,0.599,0.603,-1.662
,,0.705,1.206,-0.697
,,0.505,0.875,-1.571
,,-0.209,1.543,-2.131
,,-0.023,-0.187,-2.506
,,0.119,0.529,-3.173
,,-0.208,0.493,-3.509
,,0.112,0.762,-2.277
,,0.115,0.71,-2.204
,,-0.158,0.2,-1.705
,,-0.149,0.449,-0.969
,,-0.094,0.204,-3.032
,,-0.032,0.196,-3.035
,,-0.189,-0.05,-1.534
,,0.058,0.385,-1.578
,,-0.121,0.624,-0.645
,,0.1,0.014,0.465
,,0.097,0.653,-0.199
,,-0.096,-0.326,-0.199
,,-0.072,0.015,-0.059
,,0.235,0.189,0.292
,,0.327,0.466,-0.178
,,0.555,-0.301,0.522
,,0.597,-0.396,0.476
,,1.265,-0.01,0.71
,,1.214,0.187,0.051
,,1.129,0.329,0.248
,,0.798,-0.302,0.335
,,0.663,-0.894,0.137
,,0.63,-0.183,-0.279
,,0.292,-3.62,-0.094
,,0.236,-3.627,-0.225
,,0.248,0.238,-0.757
,,0.509,0.155,-0.773
,,0.365,1.36,-0.628
,,0.531,0.567,-0.715
,,1.062,-0.313,-0.704
,,1.065,0.801,-0.655
,,1.017,0.675,-0.567
,,1.272,0.928,-0.982
,,0.895,1.245,-1.24
,,0.753,0.998,-1.243
,,1.312,0.628,-0.891
,,1.271,0.726,-1.187
,,0.941,0.721,-1.134
,,1.292,0.529,-1.242
,,1.487,1.181,-1.154
,,1.051,1.045,-1.289
,,0.516,0.829,-1.082
,,0.279,1.295,-1.263
,,-0.203,0.837,-0.948
,,-0.535,0.865,-1.257
,,-0.81,0.769,-0.99
,,-1.327,0.412,-0.984
,,-1.525,0.452,-1.026
,,-1.607,0.744,-1.175
,,-2.476,0.9,-1.543
,,-1.805,0.304,-1.145
,,-2.46,0.551,-1.071
,,-2.819,0.543,-1.377
,,-3.804,0.797,-1.805
,,-3.645,0.597,-1.441
,,-2.983,0.405,-1.46
,,-2.275,0.703,-1.459
,,-2.622,0.29,-1.386
,,-1.421,0.073,-1.252
,,-0.574,0.394,-1.565
,,0.56,0.276,-0.786
,,1.101,-0.021,-0.8
,,0.642,-0.024,-1.257
,,1.145,0.298,-1.26
,,1.99,0.328,-1.004
,,1.418,0.133,-0.747
,,2.055,0.573,-0.655
,,1.878,0.291,-1.263
,,1.956,0.465,-1.066
,,2.079,0.722,-1.02
,,1.984,1.075,-0.639
,,2.122,0.736,-0.643
,,2.182,0.269,-0.974
,,2.022,0.144,-0.563
,,1.824,0.597,-0.804
,,1.831,0.479,-0.898
,,2.026,0.257,-0.975
,,1.701,0.374,-0.51
,,2.185,0.127,-0.287
,,2.005,-0.033,-0.495
,,1.634,-0.028,-0.626
,,1.896,-0.035,-0.88
,,2.166,0.356,-0.737
,,2.108,0.044,-0.936
,,2.269,0.27,-0.999
,,2.271,0.401,-0.916
,,2.033,0.402,-0.537
,,1.924,0.171,-0.207
,,2.297,0.204,-0.221
,,1.801,0.52,-0.665
,,1.944,0.182,-0.27
,,1.778,0.148,-0.02
,,2.169,-0.093,-0.024
,,1.839,0.272,0.047
,,1.927,-0.111,0.055
,,2.026,-0.575,0.069
,,2.407,-0.234,0.019
,,2.157,-0.301,-0.118
,,2.46,-0.001,0.175
,,2.193,0,-0.068
,,2.263,0.093,0.033
,,2.593,0.188,-0.415
,,2.446,0.057,0.204
,,2.413,-0.195,-0.008
,,2.257,0.22,0.22
,,2.489,-0.341,0.586
,,2.616,-0.179,-0.018
,,3.082,-0.192,0.043
,,2.392,-0.124,0.101
,,2.575,-0.27,-0.022
,,2.68,-0.112,-0.121
,,2.66,-0.12,-0.719
,,2.823,0.028,-0.508
,,3.006,-0.214,0.128
,,3.008,0.142,-0.583
,,2.785,0.049,-0.342
,,2.673,-0.037,-0.66
,,3.091,0.149,-0.774
,,3.227,0.247,-0.76
,,2.911,0.377,-2.809
,,2.651,-0.033,-3.337
,,3.073,0.202,-3.691
,,2.941,0.283,-3.406
,,3.126,0.08,-3.231
,,3.2,-0.072,-1.354
,,3.33,-0.166,-2.696
,,3.495,-0.114,-3.571
,,3.164,-0.297,-3.646
,,3.408,-0.103,-3.016
,,3.25,0.078,-3.212
,,2.973,-0.139,-3.215
,,2.661,-0.148,-4.225
,,3.242,-1.811,-3.44
,,2.865,-2.35,-2.607
,,2.829,-2.118,-2.866
,,2.595,-1.751,-2.792
,,2.5,-1.716,-2.517
,,2.696,-2.234,-2.279
,,2.829,-2.649,-2.529
,,2.301,-2.654,-2.614
,,2.766,-1.717,-1.953
,,2.424,-0.591,-1.687
,,3.082,0.909,-1.69
,,2.92,-0.412,-0.767
,,2.922,-1.889,-1.882
,,2.735,0.369,-2.221
,,2.71,0.27,-4.088
,,2.669,0.82,-2.838
,,3.104,0.364,-2.298
,,2.841,0.788,-1.816
,,2.475,0.802,-1.379
,,2.694,0.425,-0.816
,,2.65,0.541,-0.683
,,2.66,0.381,-1.602
,,3.029,0.496,-1.005
,,3.085,0.727,-0.753
,,2.696,0.493,-0.397
,,3.203,0.486,-0.776
,,2.789,0.569,-0.717
,,2.929,-6.272,-0.476
,,2.728,-3.625,-0.395
,,2.946,-0.38,-0.56
,,3.148,1.066,-0.56
,,3.081,-0.279,0.062
,,2.972,0.981,-0.174
,,3.271,0.725,-0.274
,,2.939,0.543,-0.8
,,2.902,0.318,-0.523
,,2.928,0.61,-0.382
,,2.806,0.884,-0.386
,,-1.371,1.408,-0.469
,,-0.901,0.374,-0.316
,,-1.048,0.898,-0.383
,,-1.481,0.576,-0.319
,,-1.171,0.888,-0.932
,,-0.872,0.67,-0.793
,,-1.662,1.184,-0.592
,,-1.323,0.948,-0.697
,,-1.172,0.71,0.109
,,-1.007,0.57,0.106
,,-1.127,0.327,-0.538
,,-1.124,0.182,-0.979
,,-1.493,0.818,-0.815
,,-1.491,0.81,-0.875
,,-0.876,0.379,-1.345
,,-0.315,0.761,-0.921
,,-0.19,-0.001,-2.75
,,0.016,0.418,-1.087
,,0.279,0.457,-2.45
,,0.078,0.327,-2.973
,,0.351,0.2,1.258
,,0.684,0.849,-4.427
,,0.397,0.178,-2.864
,,0.332,-0.509,-3.05
,,0.427,0.42,-0.351
,,0.684,0.104,-1.515
,,0.255,0.028,-2.043
,,0.216,0.225,-2.732
,,0.671,-0.042,-1.7
,,0.648,-0.983,-1.703
,,0.545,-0.957,0.05
,,1.107,-0.526,1.077
,,0.02,0.186,-0.615
,,-0.247,-4.089,-0.261
,,-0.137,-0.344,-0.807
,,-0.177,-0.352,0.025
,,-0.362,0.409,-0.157
,,-0.359,0.042,0.3
,,-0.427,0.147,0.231
,,-0.087,2.041,0.331
,,-0.34,1.277,0.879
,,-0.28,0.703,0.844
,,-0.869,1.236,0.156
,,-0.048,1.243,-0.037
,,-0.185,0.64,-0.276
,,0.325,0.817,0.127
,,0.344,1.134,-0.184
,,0.467,1.487,-0.193
,,0.337,1.194,-0.298
,,0.361,1.3,-0.595
,,0.207,0.897,-0.927
,,-0.119,1.095,-1.317
,,0.421,1.035,-0.753
,,1.101,1.231,-0.683
,,1.385,0.82,-0.779
,,1.227,1.562,-0.624
,,1.624,1.052,-0.905
,,1.06,0.82,-1.035
,,1.11,0.351,-1.038
,,0.893,0.382,-0.925
,,1.199,0.501,-1.104
,,0.583,0.346,-1.03
,,0.669,0.735,-1.386
,,0.831,0.701,-1.351
,,0.908,0.694,-1.353
,,1.105,0.568,-1.285
,,1.003,0.406,-1.035
,,1.006,0.627,-1.319
,,1.082,0.245,-1.584
,,1.603,0.456,-1.181
,,0.677,0.262,-0.799
,,0.704,0.576,-0.903
,,0.967,0.639,-1.256
,,0.645,0.202,-1.323
,,1.372,0.218,-1.336
,,1.177,0.128,-1.189
,,0.946,-0.174,-1.024
,,0.992,0.067,-1.568
,,0.455,0.377,-1.15
,,-0.264,0.546,-1.41
,,0.346,0.554,-1.341
,,-0.6,0.659,-1.456
,,-0.047,0.298,-1.043
,,-0.37,0.539,-1.221
,,-1.308,0.525,-0.88
,,-0.997,0.162,-0.774
,,-2.123,0.418,-1.327
,,-0.994,0.514,-1.33
,,-1.976,0.557,-1.032
,,-2.043,0.576,-0.824
,,-3.158,-0.027,-1.01
,,-3.222,0.211,-1.062
,,-1.982,0.262,-1.128
,,-1.688,0.254,-0.744
,,-1.843,0.031,-1.104
,,-1.739,0.113,-0.92
,,-1.736,0.058,-0.935
,,-1.727,-0.011,-0.887
,,0.741,-0.08,-0.878
,,0.954,-0.037,-0.739
,,0.683,0.219,-0.563
,,0.759,0.076,-0.461
,,0.538,0.337,-0.607
,,1.337,0.374,-0.44
,,1.697,0.075,-0.744
,,1.588,0.288,-0.681
,,2.227,0.218,-0.757
,,2.152,0.422,-0.745
,,1.936,0.174,-0.915
,,2.546,-0.099,-0.417
,,1.852,0.079,-0.399
,,1.928,0.074,0.026
,,2.227,0.28,-0.206
,,1.912,0.228,-0.487
,,2.138,-0.263,-0.204
,,2.002,0.247,0.065
,,1.989,0.028,0.061
,,1.685,-0.128,0.227
,,2.124,-0.229,0.174
,,2.276,-0.161,0.06
,,1.941,0.05,0.319
,,2.166,-0.305,0.383
,,1.944,-0.313,0.261
,,2.088,-0.395,0.314
,,2.059,-0.167,0.267
,,2.061,-0.274,0.139
,,2.166,-0.04,0.227
,,2.259,0.041,0.129
,,1.883,0.062,0.406
,,1.585,0.389,0.191
,,1.887,0.327,0.107
,,1.848,0.077,0.052
,,1.876,0.101,-0.111
,,1.824,0.146,-0.137
,,1.969,-0.082,0.317
,,2.119,0,-0.417
,,2.341,0.163,-0.53
,,2.122,0.069,-0.24
,,2.161,0.067,-0.351
,,2.328,-0.411,-0.398
,,2.527,-0.235,-0.566
,,3.044,-0.095,-0.541
,,2.824,-3.307,-1.378
,,2.329,-3.261,-4.315
,,2.141,-3.051,-2.872
,,2.271,-3.497,-4.61
,,2.218,-1.957,-3.593
,,2.509,-1.379,-4.045
,,2.7,-2.879,-3.771
,,2.704,-1.243,-4.308
,,2.83,-0.691,-4.06
,,2.91,-0.795,-4.567
,,2.891,-1.094,-3.097
,,2.807,-0.409,-3.947
,,2.81,0.195,-3.949
,,2.731,0.009,-4.547
,,2.877,0.538,-4.329
,,3.127,0.579,-5.063
,,2.642,1.473,-3.207
,,2.995,1.206,-3.542
,,2.935,0.144,-2.625
,,2.924,0.592,-2.655
,,3.309,0.014,-3.456
,,3.061,0.422,-3.028
,,3.054,0.843,-2.576
,,2.995,0.792,-1.152
,,3.176,0.784,-1.549
,,3.032,0.962,-1.553
,,3.014,1.453,-2.298
,,3.107,-5.138,-3.952
,,2.976,0.07,-2.767
,,2.77,0.279,-2.101
,,2.887,0.03,-2.308
,,2.814,-0.556,-1.359
,,2.707,0.447,-1.367
,,2.809,-0.133,-0.407
,,3.08,0.862,-0.921
,,3.11,0.738,-0.965
,,2.766,0.268,-0.479
,,3.077,0.814,-1.422
,,2.741,0.919,-0.413
,,2.926,0.649,-0.946
,,3.026,0.948,-1.159
,,2.986,1.056,-0.388
,,2.989,0.989,-0.471
,,3.146,1.001,-0.004
,,2.857,1.909,0.153
,,2.701,1.201,-0.142
,,2.977,1.157,-0.248
,,3.177,0.683,-0.508
,,2.938,0.388,-0.178
,,2.826,0.524,-0.371
,,3.001,0.372,-0.411
,,2.722,0.365,-0.236
,,3.132,0.25,-0.24
,,3.278,0.39,-0.196
,,2.901,0.053,-0.459
,,2.815,0.78,-0.836
,,2.658,-0.419,-0.249
,,2.835,0.217,-0.744
,,2.804,0.238,-1.079
,,2.777,0.022,-0.759
,,3.237,-0.318,-0.389
,,2.887,0.209,-0.531
,,2.862,-0.259,0.287
,,3.022,-0.066,0.11
,,2.744,-0.504,0.075
,,2.915,-0.92,-0.156
,,3.028,-2.328,0.016
,,2.632,0.426,-0.875
,,-0.667,0.115,-1.65
,,-1.048,0.108,-1.582
,,-1.379,0.228,-1.983
,,-1.358,1.165,-0.633
,,-2.38,0.031,0.925
,,-1.429,1.667,-2.245
,,-1.187,-0.724,-2.021
,,-0.073,1.084,-0.806
,,-0.594,2.559,-3.646
,,-0.657,0.843,-1.766
,,-0.716,0.907,-2.816
,,-0.713,0.725,-2.484
,,-1.009,0.612,-2.487
,,-1.895,0.963,-0.848
,,-0.801,1.393,-0.152
,,-0.852,1.795,-0.651
,,0.017,0.993,0.369
,,0.055,1.272,-0.605
,,-0.425,1.232,-1.199
,,-0.19,1.154,0.064
,,0.47,1.155,-0.233
,,0.365,1.361,0.684
,,0.311,1.105,0.232
,,0.536,0.927,0.812
,,0.528,0.703,1.015
,,0.402,0.767,0.758
,,0.4,0.778,0.354
,,0.308,0.776,0.473
,,0.051,0.737,0.029
,,-0.286,0.703,0.056
,,-0.373,0.696,0.35
,,-0.495,0.922,-0.086
,,-0.602,0.577,-0.382
,,-0.23,0.288,-0.696
,,-0.227,0.351,-0.843
,,-0.344,0.336,-1.156
,,-0.199,0.266,-0.537
,,-0.285,0.668,-1.002
,,-0.833,0.327,-0.719
,,-1.038,0.18,-0.839
,,-0.338,0.01,-0.848
,,0.029,0.023,-1.072
,,0.147,0.181,-1.076
,,0.483,0.125,-1.304
,,0.332,0.128,-0.964
,,0.739,0.212,-1.117
,,0.214,0.424,-1.363
,,0.481,0.409,-1.191
,,0.475,0.643,-1.263
,,0.486,0.532,-1.29
,,0.728,0.408,-1.191
,,1.22,0.566,-1.242
,,1.138,0.48,-1.438
,,1.007,0.417,-1.379
,,1.113,0.47,-1.063
,,1.177,0.378,-1.225
,,0.909,0.32,-1.19
,,1.087,0.291,-1.173
,,0.995,0.357,-1.182
,,0.722,0.349,-0.999
,,0.817,0.408,-1.215
,,0.951,0.287,-1.135
,,1.263,0.176,-1.276
,,1.186,0.53,-1.325
,,1.188,0.315,-1.337
,,1.394,0.553,-1.277
,,0.923,0.622,-0.903
,,0.916,0.351,-0.702
,,1.222,0.494,-0.715
,,1.09,0.338,-0.96
,,1.01,0.328,-1.129
,,1.027,0.072,-1.132
,,0.772,-0.049,-0.691
,,1.292,-0.068,-0.937
,,0.855,0.129,-0.969
,,0.929,-0.116,-1.049
,,0.437,0.09,-0.927
,,0.381,0.135,-1.148
,,-0.149,0.197,-0.489
,,-0.531,0.443,-0.624
,,-0.816,0.225,-0.936
,,-0.772,0.143,-1.13
,,-1.129,0.062,-0.925
,,-0.148,0.203,-0.417
,,-2.411,-0.18,-0.872
,,-1.911,-0.27,-1.021
,,-4.286,0.179,-0.436
,,-1.977,0.176,-0.577
,,-1.569,0.169,-0.95
,,-1.172,-0.298,-0.465
,,-1.153,-0.122,-0.498
,,-0.637,-0.177,-0.436
,,0.301,0.221,-0.793
,,1.051,-0.067,-0.559
,,1.787,-0.182,-0.21
,,1.265,0.455,-0.346
,,1.483,0.055,-0.347
,,1.858,0.14,-0.166
,,1.867,-0.038,-0.589
,,1.545,-0.134,0.042
,,2.335,-0.047,0.039
,,1.909,-0.591,0.481
,,2.166,-0.101,-0.071
,,1.762,-2.737,0.373
,,1.95,-3.559,0.233
,,1.575,-3.695,0.277
,,1.988,-1.73,0.072
,,2.004,-2.598,0.22
,,2.317,-2.434,0.395
,,2.21,-2.784,0.517
,,2.106,-1.025,0.384
,,1.872,-1.537,0.081
,,2.153,-1.095,-0.168
,,2.233,-0.81,0.326
,,2.197,0.03,-0.062
,,2.105,-0.241,0.315
,,1.898,0.039,0.028
,,1.782,-0.734,-0.476
,,1.913,0.712,-0.437
,,1.916,1.857,-0.597
,,1.774,0.713,-0.773
,,2.125,1.092,-0.707
,,1.873,1.143,-0.748
,,1.525,0.1,-0.474
