Dry_Season_2017,Dry_Season_2018,Dry_Season_2019,Dry_Season_2020,Dry_Season_2021
-5.134999752,-3.645,-1.214,-3.632,-7.187
-5.250999928,-2.182,-0.754,-1.202,-6.643
-5.421000004,-4.336,-1.624,0.557,-6.65
-5.727999687,-1.956,-1.952,-0.682,-5.762
-5.579999924,-0.072,-1.807,-0.721,-5.67
-4.881999969,-2.291,-1.69,-1.064,-5.692
-4.949000359,-1.789,-1.687,0.217,-5.849
-5.133999825,-0.83,-1.45,-0.127,-5.851
-5.440000057,-3.611,-2.148,-1.975,-6.231
-5.279000282,-2.702,-1.95,-2.645,-5.835
-5.470999718,-3.827,-2.241,-2.347,-5.218
-5.56799984,-2.969,-1.82,-1.74,-6.003
-5.261000156,-2.828,-1.816,-1.273,-5.419
-4.65199995,-2.141,-2.591,-0.776,-4.838
-4.284999847,-1.982,-2.404,-1.039,-4.396
-5.203999996,-1.692,-2.045,-0.676,-4.758
-4.427999973,-1.737,-1.711,-0.934,-5.571
-4.43200016,-1.737,-2.312,-0.862,-4.573
-5.172999859,-1.847,-1.951,-0.59,-4.835
-5.15199995,-1.957,-2.307,-0.784,-4.925
-4.130000114,-1.795,-1.835,-1.014,-5.014
-3.825999737,-1.786,-1.935,-1.019,-4.979
-4.318999767,-1.457,-1.932,-1.197,-4.826
-4.679999828,-1.712,-1.597,-1.666,-5.689
-4.895999908,-1.319,-1.536,-1.673,-5.967
-5.743000031,-1.408,-1.132,-1.423,-5.921
-0.621999979,-1.637,-2.257,-1.84,-6.105
-3.077000141,-1.553,-1.45,-1.898,-5.364
-4.559000015,-1.321,-2.347,-1.787,-5.116
0.617999971,-0.946,-0.845,-1.673,-5.462
-0.515999973,-0.97,-1.304,-2.411,-5.169
-2.304000139,-1.035,-1.21,-1.803,-5.243
-2.308000088,-0.9,-2.014,-2.404,-5.304
2.606999874,-0.949,-2.57,-2.407,-5.209
6.493000031,-1.026,-2.731,-2.082,-5.511
3.474000216,-2.014,-1.914,-2.742,-5.51
3.578999996,-0.614,-2.372,-2.876,-5.97
-1.213000059,-0.144,-2.139,-3.105,-6.406
-1.324000001,-0.66,-2.138,-2.873,-6.409
-1.879000068,-2.084,-1.899,-2.963,-6.263
-1.620000124,-2.084,-2.373,-3.181,-6.246
-2.401000023,-1.924,-2.317,-2.292,-6.457
-1.555999994,-1.803,-2.42,-3.076,-4.905
-1.240999937,-1.438,-2.309,-2.562,-5.333
-1.531000018,-1.259,-2.443,-2.994,-5.222
-1.718000054,-2.393,-2.532,-2.482,-4.924
-1.762999892,-1.725,-2.76,-2.037,-4.981
-1.913999915,-2.3,-2.809,-1.674,-4.478
-1.700999975,-2.333,-2.963,-3.355,-5.486
-1.824000001,-1.84,-2.848,-2.475,-5.567
-1.726000071,-1.579,-2.702,-2.343,-5.104
-1.75999999,-1.521,-2.699,-2.66,-6.242
-2.174999952,-1.759,-2.896,-2.665,-5.152
-1.883000016,-1.626,-2.561,-3.524,-5
-2.398999929,-1.288,-2.9,-3.787,-5.095
-3.404999971,-1.81,-3.126,-2.902,-5.478
-2.898999929,-1.348,-2.664,-2.292,-5.399
-2.684999943,-1.172,-3.24,-1.76,-6.388
-2.776000023,-1.328,-0.943,-2.66,-5.732
-2.595999956,-1.571,-3.212,-2.276,-5.127
-3.120999813,-1.156,-2.654,-2.196,-6.589
-3.125,-2.678,-2.603,-2.443,-7.343
-2.845999956,-2.514,-3.277,-3.165,-18.252
-3.40899992,-2.514,-2.305,-2.587,-3.584
-4.431000233,-3.121,-2.766,-2.352,-8.942
-2.756999969,-2.399,-2.911,-3.096,-7.679
-4.970999718,-2.535,-3.402,-2.616,-9.06
-4.946000099,-2.651,-3.173,-2.267,-7.971
-4.706999779,-1.635,-3.45,-1.767,-9.467
-5.043999672,-2.887,-3.752,-2.646,-9.469
-5.585000038,-1.587,-2.974,-3.09,-8.686
-1.430999994,-2.231,-1.109,-2.006,-8.641
-1.542999983,-1.695,-3.271,-1.971,-7.896
-3.361000061,-2.502,-2.822,-3.466,-7.37
-4.615000248,-2.46,-3.087,-2.716,-7.313
-3.922999859,-2.539,-3.324,-3.103,-7.632
-3.959000111,-2.596,-3.321,-3.175,-10.596
-5.211999893,-2.745,-2.705,-2.579,-7.877
-5.21600008,-2.299,-3.552,-2.527,-7.342
-5.386000156,-1.81,-3.086,-2.997,-8.486
-4.166999817,-2.136,-3.561,-2.99,-7.655
-4.105999947,-2.044,-4.025,-2.753,-7.069
-3.738000155,-1.774,-4.267,-2.759,-8.314
-4.553999901,-1.446,-4.039,-3.021,-6.592
-3.499000072,-1.191,-4.051,-1.646,-6.728
-4.470000267,-1.467,-4.555,-2.335,-6.197
-4.336999893,-1.691,-3.984,-2.576,-5.505
-3.028000116,-2.037,-3.652,-3.027,-5.518
-4.302999973,-2.079,-2.909,-3.862,-6.242
-3.983000278,-1.707,-3.333,-3.532,-7.561
-4.092000008,-1.707,-3.223,-3.395,-6.699
-4.220999718,-1.724,-3.13,-4.218,-7.368
-4.751999855,-2.106,-3.622,-3.387,-7.812
-4.525000095,-1.895,-3.507,-3.215,-7.495
-4.968999863,-1.889,-2.671,-3.042,-8.08
-4.620999813,-2.676,-3.02,-2.794,-7.858
-5.913000107,-2.559,-3.098,-3.223,-7.493
-7.525000095,-2.269,-2.774,-2.757,-8.832
-3.931999922,-2.598,-2.67,-2.798,-8.834
-5.303999901,-2.515,-2.734,-2.959,-9.414
-5.168999672,-2.797,-3.313,-2.843,-9.49
-5.22300005,-2.84,-2.95,-2.88,-9.911
-5.300999641,-3.22,-2.739,-3.02,-9.62
-6.370999813,-3.111,-2.299,-3.077,-9.904
-6.866999626,-3.179,-2.279,-2.979,-9
-7.18900013,-3.046,-2.483,-2.845,-8.803
-5.80700016,-3.046,-2.293,-2.661,-8.685
0.504999995,-3.014,-2.291,-2.86,-8.107
-3.95600009,-3.453,-2.504,-2.753,-7.545
-3.959000111,-4.217,-2.025,-2.759,-7.407
-6.569999695,-1.97,-2.398,-3.031,-5.698
-8.763999939,-2.921,-2.723,-3.442,-7.008
-7.125,-2.783,-2.842,-3.308,-5.96
-6.002999783,-2.889,-3.106,-3.193,-6.036
-6.241999626,-2.16,-3.195,-3.154,-5.858
-7.599999905,-2.793,-2.943,-3.601,-5.301
-8.578000069,-3.414,-3.64,-3.555,-5.754
-6.890000343,-3.03,-3.604,-3.409,-4.197
-7.891999722,-4.048,-4.058,-4.097,-4.938
-7.46999979,-3.651,-4.199,-3.867,-5.052
-8.920999527,-3.956,-4.091,-4.941,-4.959
-8.720999718,-3.956,-4.154,-4.099,-4.959
-10.69099998,-3.413,-3.924,-4.777,-6.292
-10.76099968,-2.783,-3.888,-4.603,-6.02
-8.444999695,-3.076,-3.816,-4.825,-5.746
-7.984999657,-2.675,-4.107,-3.612,-5.727
-6.973999977,-2.793,-4.174,-3.717,-5.027
-5.480999947,-2.551,-4.361,-4.099,-5.332
-5.741000175,-2.292,-3.997,-4.513,-5.334
-4.429999828,-2.323,-3.981,-3.946,-4.444
-1.450000048,-2.102,-3.881,-2.67,-4.642
-4.670000076,-2.448,-3.643,-3.982,-4.364
-1.680999994,-2.494,-3.591,-4.125,-4.487
-1.620000124,-2.039,-3.773,-3.929,-4.352
-3.329999924,-1.417,-3.332,-4.26,-4.447
-5.250999928,-1.878,-4.926,-4.842,-4.405
-5.255000114,-1.635,-2.89,-4.072,-3.99
3.104000092,-1.518,-4.214,-4.179,-3.849
-3.320000172,-1.458,-4.211,-4.431,-3.422
-3.722000122,-1.461,-2.948,-4.437,-3.124
-4.848999977,-2.11,-2.575,-4.113,-3.351
-4.693999767,-1.878,-2.592,-4.067,-3.5
-5.516999722,-1.811,-1.522,-4.051,-3.29
-2.532000065,-1.629,-3.527,-3.658,-3.056
-3.90199995,-1.53,-2.845,-3.429,-2.956
-5.328000069,-1.48,-0.585,-3.067,-3.139
-5.897999763,-1.474,-0.883,-2.633,-3.069
-5.595999718,-1.732,-0.225,-2.945,-3.063
-5.538000107,-1.718,-4.44,-2.539,-2.908
-4.825999737,-1.777,-2.259,-2.383,-3.117
-5.543000221,-1.786,-1.655,-2.161,-3.56
-6.550000191,-1.652,-1.858,-2.064,-3.315
-4.112999916,-1.652,-0.995,-1.975,-3.556
-4.436999798,-2.145,-1.775,-2.026,-4.082
-6.206000328,-1.87,-2.031,-1.861,-4.46
-4.550000191,-1.801,-1.632,-2.003,-5.249
-3.933000088,-1.201,-1.802,-2.144,-5.703
-4.494999886,-1.094,-1.879,-2.188,-5.11
-4.200999737,-1.633,-1.77,-2.212,-5.905
-4.970999718,-1.535,-1.907,-2.196,-4.277
-5.578000069,-1.681,-2.034,-2.257,-4.28
-3.900999784,-2.092,-1.646,-2.338,-5.15
-4.803999901,-1.762,-1.821,-2.492,-4.406
-4.366000175,-2.45,-1.888,-2.718,-4.625
-4.477000237,-2.568,-1.638,-2.68,-4.778
-5.861000061,-2.475,-1.949,-3.029,-3.914
-6.008999825,-4.335,-1.34,-3.099,-4.288
-5.313000202,-4.102,-2.001,-3.251,-3.742
-5.504000187,-3.476,-1.494,-3.365,-5.132
-5.563000202,-1.624,-1.781,-3.292,-5.615
-4.827000141,-3.656,-1.859,-3.113,-5.081
-5.291999817,-2.061,-1.856,-3.118,-6.437
-5.799000263,-3.016,-1.515,-3.18,-4.937
-5.296999931,-1.729,-1.796,-2.737,-4.437
-5.170000076,-2.421,-1.61,-2.723,-5.585
-4.713000298,-7.986,-1.738,-2.576,-3.807
-5.388999939,-0.563,-2.038,-2.245,-6.288
-5.295000076,-1.447,-1.615,-2.282,-6.294
-5.736000061,-3.42,-1.369,-2.755,-6.275
-4.886000156,-3.345,-1.067,-3.197,-2.505
-5.438000202,-5.038,-1.698,-2.923,-3.955
-5.236999989,-2.501,-1.805,-3.479,-2.281
-4.745999813,-1.981,-2.244,-3.273,-2.814
-4.407000065,-3.056,-2.146,-3.465,-1.745
-4.763999939,-2.018,-2.507,-3.712,-2.262
-5.481999874,-1.79,-2.577,-4.707,-2.135
-5.486000061,-1.79,-2.399,-3.836,-4.682
-4.93200016,-2.13,-2.589,-3.706,-5.856
-5.115000248,-1.416,-2.459,-4.052,-8.251
-4.858000278,-1.973,-2.372,-2.891,-9.452
-4.649000168,-1.764,-2.405,-0.736,-9.147
-4.197999954,-1.614,-2.43,-0.246,-7.225
-4.404999733,-1.799,-2.668,1.222,-7.35
-4.387000084,-1.806,-2.676,-1.735,-7.298
-4.085000038,-1.346,-3.022,0.33,-6.69
-4.039000034,-1.417,-2.802,-2.106,-6.14
-2.778000116,-1.313,-2.73,-5.458,-6.207
-4.234000206,-1.481,-3.095,-3.712,-6.294
-5.133999825,-1.155,-3.277,-4.463,-6.059
-0.324999988,-1.063,-2.679,-4.468,-6.061
-1.050999999,-0.656,-2.676,1.727,-5.909
1.332000017,-0.44,-3.538,1.423,-6.472
-1.862999916,-0.987,-3.23,-3.533,-6.108
-2.825999975,-2.534,-1.416,0.107,-6.078
-2.828999996,-2.163,-1.19,-2.161,-6.019
-0.755999982,-2.149,-2.958,-1.832,-5.325
-0.712000012,-0.625,-1.554,-0.703,-4.95
-0.352999985,-0.349,-1.2,-0.276,-5.303
-1.463000059,-0.051,-1.757,-0.075,-5.053
-1.6049999,-2.214,-2.89,-2.494,-5.237
-1.478999972,-2.214,-2.731,-2.083,-5.509
-1.470000029,-2.478,-3.021,-2.139,-4.764
-1.138000011,-1.661,-2.856,-0.932,-5.301
-0.81400001,-1.447,-2.705,-1.267,-5.13
-1.355000019,-1.357,-2.824,-0.888,-5.094
-1.991999984,-1.377,-2.911,-1.058,-5.501
-2.463999987,-1.984,-2.889,-0.639,-5.495
-2.035000086,-2.011,-2.114,-0.587,-4.854
-2.019999981,-1.992,-3.344,-0.126,-5.356
-1.854000092,-2.466,-2.771,-0.37,-5.346
-1.755999923,-1.984,-3.403,-0.584,-5.971
-2.177000046,-1.714,-4.963,-0.589,-5.25
-2.25999999,-2.334,-2.162,-0.845,-5.923
-2.566999912,-1.927,-3.159,-1.545,-5.563
-2.976999998,-1.387,-3.356,-2.1,-5.789
-3.013999939,-3.212,-3.811,-1.686,-5.284
-3.046000004,-3.212,-3.808,-1.579,-5.331
-3.120000124,-3.037,-2.707,-2.041,-4.993
-0.952999949,-2.764,-3.349,-1.887,-5.082
-1.16899991,-2.312,-3.086,-1.701,-6.017
-2.962000132,-2.194,-3.616,-2.136,-6.019
-3.686999798,-2.839,-4.065,-2.138,-6.127
-3.870999813,-2.958,-4.124,-2.82,-6.351
-3.656000137,-2.339,-4.449,-2.433,-5.881
-5.113999844,-1.928,-4.181,-2.817,-5.952
-4.672999859,-2.816,-4.016,-2.256,-5.441
-4.811999798,-2.624,-4.102,-2.577,-5.397
-6.102000237,-1.922,-3.206,-3.218,-5.206
-3.842999935,-3.127,-3.087,-3.154,-4.592
0.235999987,-2.732,-3.367,-2.578,-5.249
2.104000092,-2.427,-3.574,-2.738,-5.584
-3.179999828,-2.252,-3.314,-3.555,-4.986
-2.773000002,-2.278,-3.236,-0.382,-5.012
-3.039999962,-2.263,-3.036,-3.234,-5.246
-3.014999866,-1.577,-3.136,-3.089,-5.515
-3.870000124,-2.203,-3.541,-2.44,-5.35
-3.520999908,-1.51,-2.851,-1.876,-4.585
-3.645999908,-1.958,-3.408,-2.536,-5.739
-3.311000109,-2.211,-3.888,-2.693,-5.891
-3.167000055,-2.403,-3.684,-2.467,-5.139
-2.887000084,-1.812,-4.42,-1.684,-5.036
-3.783000231,-2.003,-3.442,-2.092,-6.196
-2.917999983,-2.197,-3.309,-2.097,-6.295
-2.921999931,-2.372,-3.905,-2.435,-6.08
-5.18599987,-1.907,-3.68,-2.834,-7.938
-5.695000172,-1.908,-3.188,-2.803,-7.505
-4.223999977,-2.01,-2.983,-1.935,-8.222
-4.710000038,-1.845,-2.98,-2.174,-8.224
-2.997999907,-2.218,-2.955,-2.483,-8.408
-3.215000153,-2.693,-2.621,-2.087,-8.795
-3.247999907,-2.034,-2.578,-2.841,-8.787
-4.050999641,-2.395,-2.969,-2.59,-8.789
-3.820999861,-2.304,-3.054,-2.541,-8.107
-3.568999767,-2.063,-3.032,-2.569,-9.059
-4.463999748,-3.17,-2.788,-2.541,-7.814
-4.250999928,-2.215,-2.902,-1.853,-7.03
-4.127999783,-2.73,-3.539,-2.525,-8.009
-4.407999992,-2.868,-3.716,-2.83,-7.004
-5.263000011,-2.996,-3.772,-2.232,-7.482
-5.119999886,-2.745,-4.52,-2.421,-6.632
-5.06799984,-2.467,-4.214,-3.073,-7.944
-5.980999947,-4.09,-4.187,-2.285,-7.686
-4.834000111,-3.711,-4.305,-2.29,-7.468
-4.842000008,-4.177,-4.306,-2.562,-5.932
-5.195000172,-3.696,-3.878,-2.686,-6.677
-5.334000111,-3.381,-3.853,-2.83,-6.392
-4.777999878,-2.453,-3.993,-3.399,-5.698
-4.43200016,-2.153,-4.461,-3.433,-6.781
-5.256000042,-2.082,-4.262,-4.255,-6.985
-6.671000004,-2.951,-4.172,-4.488,-6.816
-6.497000217,-2.485,-3.968,-3.286,-6.907
-4.536000252,-2.546,-3.767,-2.693,-7.415
-3.391999722,-2.623,-3.354,-3.373,-7.647
-6.258999825,-4.244,-3.901,-3.378,-8.245
-6.262000084,-4.813,-3.625,-3.473,-8.262
-6.333000183,-3.673,-3.31,-2.669,-7.945
-7.812999725,-3.673,-4.307,-2.345,-7.806
-7.176000118,-3.237,-4.209,-2.683,-7.808
-6.713999748,-3.939,-4.207,-2.634,-7.557
-8.805000305,-3.535,-3.975,-3.18,-8.434
-8.906000137,-3.457,-1.668,-4.219,-8.542
-6.973999977,-3.231,-2.843,-3.898,-9.514
-6.598000526,-3.571,-3.183,-3.836,-9.349
-7.018000126,-2.738,-2.524,-3.422,-8.888
-6.766000271,-2.315,-1.45,-3.167,-7.98
-7.828999996,-2.178,-2.033,-3.083,-8.062
-10.59599972,-2.165,-0.865,-3.154,-7.305
-12.24800015,-2.012,-0.243,-3.234,-7.074
-8.940000534,-1.628,-2.918,-2.862,-7.509
-10.89900017,-1.647,-1.498,-2.82,-6.357
-9.628000259,-1.611,-1.871,-2.942,-6.128
-7.997000217,-1.761,-2.005,-3.003,-6.526
-5.796999931,-1.793,-1.123,-2.913,-5.466
-4.765999794,-1.46,-1.538,-2.942,-6.261
-5.450999737,-1.545,-1.947,-2.845,-5.093
-4.111999989,-1.734,-1.42,-3.109,-5.067
-3.09800005,-2.067,-1.849,-2.893,-5.509
-3.283000231,-1.618,-1.316,-2.644,-5.11
-2.778000116,-1.593,-1.257,-2.751,-4.453
-4.28399992,-1.646,-0.781,-2.756,-5.122
-4.288000107,-1.33,-0.796,-3.458,-4.353
-3.340000153,-1.528,-1.601,-3.173,-3.751
-4.350999832,-1.697,-1.961,-3.225,-5.732
-4.815000057,-1.876,-1.268,-3.338,-5.931
-5.529999733,-1.639,-0.58,-3.049,-6.152
-5.538000107,-1.85,-1.336,-3.693,-5.422
-3.342999935,-1.667,-0.87,-3.295,-5.678
-2.822000027,-1.667,-2.239,-3.917,-5.694
-5.372000217,-1.928,-1.523,-3.417,-5.696
-5.422999859,-2.119,-2.06,-4.056,-4.586
-5.761000156,-1.338,-2.572,-3.933,-5.715
-5.329999924,-1.223,-1.819,-4.207,-4.51
-5.925000191,-1.302,-2.281,-3.808,-4.358
-6.512000084,-1.62,-1.737,-3.014,-4.153
-5.355999947,-1.788,-1.922,-3.463,-4.391
-5.828999996,-1.67,-1.601,-3.472,-4.531
-6.840000153,-1.89,-1.526,-4.142,-4.396
-4.151000023,-2.025,-1.856,-4.476,-3.754
-5.009999752,-2.051,-1.853,-3.647,-3.391
-3.999000072,-2.483,-1.818,-3.672,-3.251
-5.063000202,-3.727,-1.84,-4.056,-3.263
2.184000015,-1.641,-2.055,-4.439,-3.54
2.179000139,-1.354,-2.097,-6.18,-3.103
-1.544999957,-2.541,-1.936,-3.485,-3.204
-6.122000217,-1.145,-1.414,-4.567,-3.229
-4.75,-1.137,-1.231,-4.001,-3.226
-4.981999874,-0.466,-0.938,-4.594,-3.134
-4.68900013,-3.571,-1.13,-4.892,-3.302
-4.925999641,-4.834,-1.371,-4.762,-3.321
-5.427999973,-4.427,-1.291,-4.444,-3.31
-5.858000278,-5.148,-1.164,-4.449,-3.327
-5.990000248,-2.752,-1.689,-4.184,-3.459
-5.395999908,-2.433,-2.546,-3.632,-3.998
-5.320000172,-2.668,-2.565,-3.294,-4.538
-6.029000282,-2.591,-2.461,-3.539,-4.584
-5.425999641,-2.591,-1.908,-3.284,-5.049
-5.06099987,-2.065,-2.028,-2.735,-5.178
-5.390999794,-2.242,-1.985,-2.928,-5.262
-5.234999657,-1.686,-2.109,-2.687,-2.601
-4.934999943,-1.936,-2.641,-2.276,-4.731
-4.934999943,-1.51,-2.099,-2.655,-4.733
-5.663000107,-1.804,-2.74,-2.365,-4.77
-5.547999859,-1.766,-2.45,-2.028,-4.633
-5.384999752,-1.984,-2.381,-1.92,-5.247
-5.779999733,-1.836,-2.954,-1.788,-4.314
-5.104000092,-1.716,-3.422,-1.937,-4.548
-5.491999626,-1.103,-3.303,-1.98,-4.102
-5.032000065,-1.137,-2.676,-2.009,-4.207
-4.477999687,-1.324,-2.673,-1.898,-4.366
-4.740000248,-0.965,-2.775,-1.964,-4.777
-4.743000031,-0.705,-0.598,-2.006,-5.268
-4.741000175,-1.68,-3.239,-2.245,-4.317
-4.802000046,-1.889,-3.09,-2.262,-3.829
-4.370999813,-0.069,-2.857,-2.397,-7.999
-5.108000278,-0.061,-3.664,-2.566,-5.272
-3.917999983,-0.495,-2.886,-2.854,-3.446
-4.529000282,0.071,-2.987,-2.933,-5.711
-3.927999973,-0.772,-2.879,-2.83,-2.418
-4.059000015,-2.096,-2.955,-3.199,-2.42
-3.908000231,-1.167,-3.027,-3.23,-5.766
-1.398000002,-1.027,-3.12,-3.253,-5.865
-1.637000084,-1.846,-2.49,-3.259,-3.888
1.273999929,-1.929,-2.656,-3.298,-3.126
-1.319999933,-2.892,-2.36,-2.937,-2.786
-2.104000092,-1.452,-2.392,-2.842,7.068
-2.10800004,-1.903,-3.114,-2.67,-2.487
-2.013000011,-2.111,-3.79,-2.749,-2.674
-1.792999983,-1.61,-2.605,-2.948,-1.296
-2.183000088,-1.819,-3.023,-2.393,-5.656
-1.120000005,-2.26,-2.99,-2.438,-8.498
-1.628000021,-2.04,-3.501,-2.903,-8.478
-1.894000053,-2.616,-3.498,-3.316,-8.297
-1.194000006,-2.616,-2.94,-3.245,-6.917
-0.971000016,-3.134,-3.067,-3.414,-6.808
-1.097000003,-2.763,-3.451,-3.847,-6.832
-2.095000029,-2.028,-3.49,-3.8,-6.946
-1.899999976,-1.542,-3.591,-3.468,-6.527
-1.741999984,-2.072,-4.578,-6.034,-6.189
-1.685000062,-2.462,-4.402,-3.125,-5.855
-1.822999954,-2.103,-3.838,-1.79,-5.694
-1.562999964,-2.819,-4.294,-1.834,-5.697
-1.550999999,-3.346,-3.19,-2.457,-5.249
-2.087999821,-3.118,-3.286,-0.809,-6.484
-2.769000053,-2.411,-3.755,0.337,-6.318
-3.167999983,-3.458,-3.173,0.241,-5.717
-2.684999943,-2.218,-3.478,-0.713,-6.198
-2.72300005,-2.488,-3.33,-2.907,-5.692
-3.062999964,-2.86,-3.592,-1.173,-5.545
-3.414000034,-1.997,-3.155,-1.178,-5.804
-3.67200017,-2.413,-3.596,2.177,-5.328
-4.71600008,-2.428,-2.94,1.774,-5.07
-4.206000328,-1.773,-4.221,0.864,-5.28
-2.348999977,-1.932,-2.881,-2.09,-5.024
-4.626999855,-2.052,-4.868,-0.473,-5.75
-5.328000069,-2.327,-3.585,-2.78,-4.63
-4.786999702,-1.97,-3.218,1.103,-4.582
-4.506000042,-1.988,-3.106,-1.823,-4.964
-4.986999989,-2.139,-4.278,1.011,-4.999
-4.34800005,-2.399,-3.65,-1.231,-5.417
-1.501000047,-2.224,-3.334,-0.935,-5.65
-3.445999861,-2.224,-3.242,0.12,-6.204
-4.224999905,-2.299,-3.239,-0.405,-8.297
-3.556999922,-1.872,-3.342,-2.124,-5.304
-3.443000078,-2.144,-3.411,-2.522,-5.774
-3.113999844,-2.655,-2.99,-2.2,-5.767
-2.686000109,-2.521,-3.164,-1.709,-5.857
-2.901000023,-1.75,-3.588,-1.085,-5.418
-3.329999924,-2.59,-3.242,-0.921,-5.277
-3.924000263,-2.486,-2.87,-0.977,-5.632
-4.106999874,-2.785,-2.902,-0.628,-5.753
-3.518999815,-3.127,-3.335,-1.066,-6.531
-3.895999908,-3.04,-3.398,-0.677,-6.534
-3.349999905,-3.261,-3.599,-0.686,-5.558
-3.500999928,-2.93,-4.35,-0.623,-5.801
-4.22300005,-3.027,-4.471,-0.629,-5.548
-3.011000156,-3.175,-4.074,-0.846,-5.209
-4.43200016,-3.964,-4.271,-1.782,-5.088
-4.43599987,-3.442,-4.327,-2.148,-5.058
-4.272999763,-3.549,-3.732,-1.806,-4.993
-4.488999844,-3.036,-3.974,-1.725,-4.945
-7.953000069,-2.728,-3.883,-1.711,-5.59
-3.70299983,-2.708,-4.22,-2.317,-5.213
-3.59100008,-1.338,-4.069,-2.091,-4.951
-3.384000063,-3.219,-3.992,-2.088,-5.257
-2.770999908,-3.01,-3.867,-2.25,-4.504
-5.527999878,-2.602,-3.807,-2.919,-5.313
-3.279999971,-2.495,-3.343,-2.473,-4.965
-3.611000061,-2.538,-3.402,-2.155,-4.301
-4.552000046,-4.057,-3.452,-2.235,-4.847
-3.936000109,-3.825,-4.489,-2.473,-5.597
-4.833000183,-3.263,-4.384,-2.873,-6.011
-4.404000282,-3.263,-3.033,-2.465,-4.648
-5.549000263,-3.234,-3.03,-2.198,-6.087
-5.524000168,-3.377,-5.305,-3.313,-5.874
-5.039999962,-3.664,-4.006,-3.496,-6.83
-2.726000071,-3.618,-5.866,-4.57,-6.971
-5.210999966,-3.151,-4.941,-2.928,-7.377
-2.917999983,-3.529,-2.575,-2.707,-7.633
-3.752000093,-3.093,1.984,-2.612,-8.454
-3.105999947,-2.398,-3.64,-2.144,-7.596
-5.004000187,-2.033,-2.135,-2.986,-9.064
-4.362999916,-1.494,-1.418,-2.498,-8.109
-5.157000065,-1.868,-1.136,-1.684,-8.111
-6.008999825,-1.644,-1.192,-2.45,-7.827
-5.836999893,-1.737,-2.677,-2.693,-7.695
-6.414000034,-1.671,-2.989,-2.699,-6.885
-4.509999752,-2.07,-2.446,-2.588,-6.836
-5.111000061,-2.013,-2.528,-1.863,-8.045
-5.115000248,-1.788,-0.987,-3.109,-8.476
-6.336999893,-1.904,-0.911,-2.697,-7.783
-6.539000034,-1.728,-0.678,-2.043,-7.919
-8.104000092,-1.817,-2.817,-2.868,-7.159
-6.71200037,-1.593,-2.088,-2.237,-7.119
-6.46999979,-1.566,-2.521,-2.625,-7.661
-6.090000153,-1.43,-2.352,-2.918,-7.321
-5.220999718,-1.446,-1.895,-2.9,-4.738
-5.220999718,-1.619,-1.649,-2.767,-5.78
-4.637000084,-1.648,-1.144,-2.058,-5.737
-3.125,-1.735,-1.152,-1.453,-6.229
-5.75,-1.743,-1.687,-2.709,-7.438
-6.022000313,-1.576,-1.894,-2.773,-6.885
-9.984999657,-1.783,-2.413,-1.614,-7.768
-8.919000626,-1.783,-1.292,-1.774,-7.289
-8.93200016,-1.638,-1.357,-2.687,-7.785
-6.965000153,-1.921,-1.081,-3.495,-7.293
-6.178999901,-1.411,-1.408,-3.06,-7.496
-6.505999565,-1.33,-0.954,-3.01,-6.877
-4.984000206,-1.221,-1.114,-2.499,-7.316
-4.140000343,-1.488,-1.216,-1.952,-7.319
-3.752000093,-1.996,-1.325,-3.452,-7.481
-4.084000111,-1.679,-1.284,-3.772,-9.412
-2.292999983,-1.822,-1.293,-3.978,-8.384
-3.595000029,-1.984,-2.053,-2.996,-8.951
-3.599000216,-1.91,-2.278,-3.99,-8.333
0.939999938,-2.293,-2.275,-2.914,-8.246
-3.4599998,-1.203,-1.577,-3.328,-7.712
-5.463999748,-4.735,-1.753,-3.333,-8.049
-4.848999977,-3.418,-0.744,-3.231,-7.637
-5.190999985,-2.876,-1.898,-2.303,-6.569
-4.296000004,-5.562,-2.614,-2.859,-6.949
-0.731000006,-0.875,0.9,-2.408,-6.096
-5.666999817,0.218,0.146,-2.744,-6.455
-6.129000187,-5.175,-1.963,-3.362,-6.539
-4.578000069,-7.255,-2.424,-3.581,-6.297
-4.861000061,-1.881,-1.566,-3.51,-5.819
-4.772999763,0.705,-1.531,-3.495,-4.659
-4.502999783,-0.782,-1.529,-2.868,-6.052
-3.664000034,-0.614,-1.694,-3.282,-5.419
-3.358999968,-2.945,-1.629,-3.087,-4.649
-4.715000153,-3.285,-2.163,-3.007,-4.566
-5.920000076,-4.601,-1.625,-2.795,-4.984
-6.342999935,-3.604,-1.989,-2.862,-5.051
-6.171000004,-3.067,-1.695,-3.547,-8.596
-6.669999599,-3.266,-1.01,-3.315,-6.59
-2.154999971,-3.083,-1.118,-3.34,-6.103
-3.470000029,-3.083,-0.788,-3.105,-5.97
-3.474999905,-2.998,-1.376,-3.115,-5.749
-3.929000139,-2.745,-1.909,-3.122,-6.119
-5.829999924,-1.787,-1.051,-3.171,-6.198
-5.625,-2.497,-1.923,-3.149,-6.2
-4.475999832,-2.421,-2.194,-2.887,-5.74
-4.657000065,-2.182,-2.506,-2.675,-5.129
-5.34100008,-2.171,-2.374,-2.681,-5.27
-4.913000107,-1.927,-2.004,-3.026,-4.727
-6.46900034,-1.544,-1.97,-3.014,-4.283
-6.150000095,-1.923,-2.401,-3.653,-4.487
-5.190000057,-1.66,-1.854,-3.473,-4.597
-5.518000126,-1.275,-2.524,-3.632,-3.795
